,Mã lớp,Mã HP,Tên HP,Ghi chú,Nhóm,Đợt,Tuần,Thứ,Ngày thi,Kíp thi,SLĐK,Phòng thi,Mã lớp Mã HP,Unnamed: 0,Tên HP Ghi chú,Unnamed: 1,Kíp thi Phòng thi,Unnamed: 2,Ghi chú Nhóm,Tên HP Ghi chú Nhóm
1130,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,115741 ET2012,,,,Kíp 2 D3-201,,Cơ điện tử - nhóm 2-K63S Nhóm 1,
1131,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,115741 ET2012,,,,Kíp 2 D3-201,,Cơ điện tử - nhóm 2-K63S Nhóm 2,
1132,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,115742 ET2012,,,,Kíp 2 D3-301,,Cơ điện tử - nhóm 3-K63S TC,
1133,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,115743 ET2012,,,,Kíp 2 D3-301,,Cơ điện tử - nhóm 4-K63S TC,
1134,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,115744 ET2012,,,,Kíp 2 D3-401,,Cơ điện tử - nhóm 5-K63S TC,
1135,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,116354 ET2012,,,,Kíp 2 D3-501,,"Nhiệt 01,02-K63S Nhóm 2",
1136,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,116354 ET2012,,,,Kíp 2 D3-501,,"Nhiệt 01,02-K63S Nhóm 1",
1137,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,116355 ET2012,,,,"Kíp 2 D3,5-201",,"Nhiệt 03,04-K63S Nhóm 2",
1138,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,116355 ET2012,,,,"Kíp 2 D3,5-201",,"Nhiệt 03,04-K63S Nhóm 1",
1139,,,Kỹ thuật điện tử,,,AB,T45,Thứ tư,01.07.2020,,,,114635 ET2014,,,,Kíp 4 D5-403,,**CLC -K63S TC,
1140,,,Technical Writing and Presentation,,,AB,T46,Thứ năm,09.07.2020,,,,117160 ET2022,,,,Kíp 3-4 D5-503,,ĐTVT-K62S TC,
1141,,,Technical Writing and Presentation,,,AB,T46,Thứ năm,09.07.2020,,,,117161 ET2022,,,,Kíp 3-4 D5-504,,ĐTVT-K62S TC,
1142,,,Technical Writing and Presentation,,,AB,T46,Thứ năm,09.07.2020,,,,117162 ET2022,,,,Kíp 3-4 D5-505,,ĐTVT-K62S TC,
1143,,,Technical Writing and Presentation,,,AB,T46,Thứ năm,09.07.2020,,,,117165 ET2022,,,,Kíp 3-4 D5-506,,ĐTVT-K62C TC,
1144,116253,ET2030,Ngôn ngữ lập trình,Điện tử -K62C,Nhóm 2,AB,T45,Thứ tư,01.07.2020,Kíp 3,,"D3,5-201",,,,,,,,
1145,116253,ET2030,Ngôn ngữ lập trình,Điện tử -K62C,Nhóm 1,AB,T45,Thứ tư,01.07.2020,Kíp 3,,"D3,5-201",,,,,,,,
1146,117230,ET2030,Ngôn ngữ lập trình,ĐTVT-K62C,Nhóm 2,AB,T45,Thứ tư,01.07.2020,Kíp 3,,"D3,5-301",,,,,,,,
1147,117230,ET2030,Ngôn ngữ lập trình,ĐTVT-K62C,Nhóm 1,AB,T45,Thứ tư,01.07.2020,Kíp 3,,"D3,5-401",,,,,,,,
1148,114577,ET2030,Ngôn ngữ lập trình,**Tài năng ĐTVT-K63S,TC,AB,T45,Thứ tư,01.07.2020,Kíp 3,,D3-405,,,,,,,,
1149,116249,ET2031,Kỹ thuật lập trình C/C++,Điện tử - nhóm 1-K63C,Nhóm 1,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D9-201,,,,,,,,
1150,116249,ET2031,Kỹ thuật lập trình C/C++,Điện tử - nhóm 1-K63C,Nhóm 2,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D9-201,,,,,,,,
1151,116250,ET2031,Kỹ thuật lập trình C/C++,Điện tử - nhóm 2-K63C,Nhóm 2,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D9-205,,,,,,,,
1152,116250,ET2031,Kỹ thuật lập trình C/C++,Điện tử - nhóm 2-K63C,Nhóm 1,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D9-206,,,,,,,,
1153,116251,ET2031,Kỹ thuật lập trình C/C++,Điện tử - nhóm 3-K63C,Nhóm 1,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D9-301,,,,,,,,
1154,116251,ET2031,Kỹ thuật lập trình C/C++,Điện tử - nhóm 3-K63C,Nhóm 2,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D9-301,,,,,,,,
1155,116252,ET2031,Kỹ thuật lập trình C/C++,Điện tử - nhóm 4-K63C,Nhóm 1,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D9-305,,,,,,,,
1156,116252,ET2031,Kỹ thuật lập trình C/C++,Điện tử - nhóm 4-K63C,Nhóm 2,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D9-305,,,,,,,,
1157,116254,ET2040,Cấu kiện điện tử,Điện tử - nhóm 1-K63C,Nhóm 2,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-204,,,,,,,,
1158,116254,ET2040,Cấu kiện điện tử,Điện tử - nhóm 1-K63C,Nhóm 1,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-205,,,,,,,,
1159,116255,ET2040,Cấu kiện điện tử,Điện tử - nhóm 2-K63C,Nhóm 1,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-207,,,,,,,,
1160,116255,ET2040,Cấu kiện điện tử,Điện tử - nhóm 2-K63C,Nhóm 2,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-304,,,,,,,,
1161,116256,ET2040,Cấu kiện điện tử,Điện tử - nhóm 3-K63C,Nhóm 1,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-305,,,,,,,,
1162,116256,ET2040,Cấu kiện điện tử,Điện tử - nhóm 3-K63C,Nhóm 2,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-307,,,,,,,,
1163,116257,ET2040,Cấu kiện điện tử,Điện tử - nhóm 4-K63C,Nhóm 2,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-312,,,,,,,,
1164,116257,ET2040,Cấu kiện điện tử,Điện tử - nhóm 4-K63C,Nhóm 1,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-312,,,,,,,,
1165,116258,ET2040,Cấu kiện điện tử,Điện tử - nhóm 5-K63C,Nhóm 2,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-412,,,,,,,,
1166,116258,ET2040,Cấu kiện điện tử,Điện tử - nhóm 5-K63C,Nhóm 1,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-412,,,,,,,,
1167,114578,ET2040,Cấu kiện điện tử,**Tài năng ĐTVT-K63S,TC,AB,T45,Thứ tư,01.07.2020,Kíp 4,,TC-208,,,,,,,,
1168,116259,ET2050,Lý thuyết mạch,Điện tử - nhóm 1-K63C,Nhóm 1,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-101,,,,,,,,
1169,116259,ET2050,Lý thuyết mạch,Điện tử - nhóm 1-K63C,Nhóm 2,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-101,,,,,,,,
1170,116260,ET2050,Lý thuyết mạch,Điện tử - nhóm 2-K63C,Nhóm 2,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-201,,,,,,,,
1171,116260,ET2050,Lý thuyết mạch,Điện tử - nhóm 2-K63C,Nhóm 1,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-201,,,,,,,,
1172,116261,ET2050,Lý thuyết mạch,Điện tử - nhóm 3-K63C,Nhóm 1,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-301,,,,,,,,
1173,116261,ET2050,Lý thuyết mạch,Điện tử - nhóm 3-K63C,Nhóm 2,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-301,,,,,,,,
1174,116262,ET2050,Lý thuyết mạch,Điện tử - nhóm 4-K63C,Nhóm 1,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-401,,,,,,,,
1175,116262,ET2050,Lý thuyết mạch,Điện tử - nhóm 4-K63C,Nhóm 2,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-401,,,,,,,,
1176,116263,ET2050,Lý thuyết mạch,Điện tử - nhóm 5-K63C,Nhóm 2,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-501,,,,,,,,
1177,116263,ET2050,Lý thuyết mạch,Điện tử - nhóm 5-K63C,Nhóm 1,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-501,,,,,,,,
1178,114579,ET2050,Lý thuyết mạch,**Tài năng ĐTVT-K63S,TC,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-402,,,,,,,,
1179,116264,ET2060,Tín hiệu và hệ thống,Điện tử - nhóm 1-K63C,Nhóm 2,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-204,,,,,,,,
1180,116264,ET2060,Tín hiệu và hệ thống,Điện tử - nhóm 1-K63C,Nhóm 1,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-205,,,,,,,,
1181,116265,ET2060,Tín hiệu và hệ thống,Điện tử - nhóm 2-K63C,Nhóm 2,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-207,,,,,,,,
1182,116265,ET2060,Tín hiệu và hệ thống,Điện tử - nhóm 2-K63C,Nhóm 1,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-304,,,,,,,,
1183,116266,ET2060,Tín hiệu và hệ thống,Điện tử - nhóm 3-K63C,Nhóm 1,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-305,,,,,,,,
1184,116266,ET2060,Tín hiệu và hệ thống,Điện tử - nhóm 3-K63C,Nhóm 2,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-307,,,,,,,,
1185,116267,ET2060,Tín hiệu và hệ thống,Điện tử - nhóm 4-K63C,Nhóm 2,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-312,,,,,,,,
1186,116267,ET2060,Tín hiệu và hệ thống,Điện tử - nhóm 4-K63C,Nhóm 1,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-312,,,,,,,,
1187,116268,ET2060,Tín hiệu và hệ thống,Điện tử - nhóm 5-K63C,Nhóm 2,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-412,,,,,,,,
1188,116268,ET2060,Tín hiệu và hệ thống,Điện tử - nhóm 5-K63C,Nhóm 1,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-412,,,,,,,,
1189,114580,ET2060,Tín hiệu và hệ thống,**Tài năng ĐTVT-K63S,TC,AB,T47,Thứ năm,16.07.2020,Kíp 3,,TC-208,,,,,,,,
1190,116299,ET2070,Cơ sở truyền tin,ĐTVT-K62C,TC,AB,T45,Thứ hai,29.06.2020,Kíp 1,,D5-104,,,,,,,,
1191,116300,ET2080,Cơ sở kỹ thuật đo lường,ĐTVT-K62C,TC,AB,T45,Thứ ba,30.06.2020,Kíp 3,,D9-102,,,,,,,,
1192,114552,ET2080,Cơ sở kỹ thuật đo lường,**Tài năng ĐTVT-K62C,TC,AB,T45,Thứ ba,30.06.2020,Kíp 3,,D9-103,,,,,,,,
1193,116297,ET2100,Cấu trúc dữ liệu và giải thuật,ĐTVT-K62S,TC,AB,T46,Thứ tư,08.07.2020,Kíp 3,,D5-104,,,,,,,,
1194,114673,ET3006,Ngôn ngữ lập trình,**CTTT-Kỹ thuật y sinh-K62S,TC,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D6-107,,,,,,,,
1195,114674,ET3036,Lý thuyết mạch,**CTTT-Kỹ thuật y sinh-K62S,TC,AB,T45,Thứ sáu,03.07.2020,Kíp 3,,D5-404,,,,,,,,
1196,697511,ET3044,Điện tử học đối với các sóng viba,**KSCLC-HTTT-K58,TC,AB,T45,Thứ năm,02.07.2020,Kíp 1,,Thi tại bộ môn,,,,,,,,
1197,114675,ET3076,Cấu kiện điện tử,**CTTT-Kỹ thuật y sinh-K62S,TC,AB,T46,Thứ tư,08.07.2020,Kíp 3,,D5-105,,,,,,,,
1198,114657,ET3116,Kỹ thuật vi xử lý,**CTTT-Kỹ thuật y sinh-K61C,TC,AB,T45,Thứ hai,29.06.2020,Kíp 1,,D5-105,,,,,,,,
1199,114656,ET3146,Mạch điện tử II,**CTTT-Kỹ thuật y sinh-K61C,TC,AB,T45,Thứ sáu,03.07.2020,Kíp 1,,D9-102,,,,,,,,
1200,114654,ET3166,Cấu trúc dữ liệu,**CTTT-Kỹ thuật y sinh-K61C,TC,AB,T47,Thứ năm,16.07.2020,Kíp 2,,D3-404,,,,,,,,
1201,114676,ET3178,Thiết kế kỹ thuật y sinh II,**CTTT-Kỹ thuật y sinh-K62S,TC,AB,T46,Thứ sáu,10.07.2020,Kíp 3,,Thi tại bộ môn,,,,,,,,
1202,116317,ET3180,Thông tin vô tuyến,TT-Truyền thông-K61C,TC,AB,T45,Thứ hai,29.06.2020,Kíp 2,,D6-107,,,,,,,,
1203,116269,ET3210,Trường điện từ,Điện tử - nhóm 1-K63C,Nhóm 1,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-101,,,,,,,,
1204,116269,ET3210,Trường điện từ,Điện tử - nhóm 1-K63C,Nhóm 2,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-101,,,,,,,,
1205,116270,ET3210,Trường điện từ,Điện tử - nhóm 2-K63C,Nhóm 2,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-201,,,,,,,,
1206,116270,ET3210,Trường điện từ,Điện tử - nhóm 2-K63C,Nhóm 1,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-201,,,,,,,,
1207,116271,ET3210,Trường điện từ,Điện tử - nhóm 3-K63C,Nhóm 1,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-301,,,,,,,,
1208,116271,ET3210,Trường điện từ,Điện tử - nhóm 3-K63C,Nhóm 2,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-301,,,,,,,,
1209,116272,ET3210,Trường điện từ,Điện tử - nhóm 4-K63C,Nhóm 1,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-401,,,,,,,,
1210,116272,ET3210,Trường điện từ,Điện tử - nhóm 4-K63C,Nhóm 2,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-401,,,,,,,,
1211,116273,ET3210,Trường điện từ,Điện tử - nhóm 5-K63C,Nhóm 2,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-501,,,,,,,,
1212,116273,ET3210,Trường điện từ,Điện tử - nhóm 5-K63C,Nhóm 1,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-501,,,,,,,,
1213,114576,ET3210,Trường điện từ,**KSCLC HTTT-K62 &Tài năng ĐTVT-K63S,TC,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D3-403,,,,,,,,
1214,116301,ET3220,Điện tử số,ĐTVT-K62C,Nhóm 2,AB,T46,Thứ sáu,10.07.2020,Kíp 3,,D3-101,,,,,,,,
1215,116301,ET3220,Điện tử số,ĐTVT-K62C,Nhóm 1,AB,T46,Thứ sáu,10.07.2020,Kíp 3,,D3-101,,,,,,,,
1216,116302,ET3230,Điện tử tương tự I,ĐTVT-K62C,Nhóm 2,AB,T45,Thứ bảy,04.07.2020,Kíp 1,,"D3,5-301",,,,,,,,
1217,116302,ET3230,Điện tử tương tự I,ĐTVT-K62C,Nhóm 1,AB,T45,Thứ bảy,04.07.2020,Kíp 1,,"D3,5-301",,,,,,,,
1218,114667,ET3230E,Điện tử tương tự I,**CTTT-ĐTVT-K62S,TC,AB,T45,Thứ bảy,04.07.2020,Kíp 1,,"D3,5-401",,,,,,,,
1219,116277,ET3240,Điện tử tương tự II,ĐTVT - nhóm 1-K62S,Nhóm 1,AB,T45,Thứ bảy,04.07.2020,Kíp 2,,D9-101,,,,,,,,
1220,116277,ET3240,Điện tử tương tự II,ĐTVT - nhóm 1-K62S,Nhóm 2,AB,T45,Thứ bảy,04.07.2020,Kíp 2,,D9-101,,,,,,,,
1221,116279,ET3240,Điện tử tương tự II,ĐTVT - nhóm 3-K62S,Nhóm 1,AB,T45,Thứ bảy,04.07.2020,Kíp 2,,D9-201,,,,,,,,
1222,116279,ET3240,Điện tử tương tự II,ĐTVT - nhóm 3-K62S,Nhóm 2,AB,T45,Thứ bảy,04.07.2020,Kíp 2,,D9-201,,,,,,,,
1223,116280,ET3240,Điện tử tương tự II,ĐTVT - nhóm 4-K62S,Nhóm 2,AB,T45,Thứ bảy,04.07.2020,Kíp 2,,D9-301,,,,,,,,
1224,116280,ET3240,Điện tử tương tự II,ĐTVT - nhóm 4-K62S,Nhóm 1,AB,T45,Thứ bảy,04.07.2020,Kíp 2,,D9-301,,,,,,,,
1225,116281,ET3240,Điện tử tương tự II,ĐTVT - nhóm 5-K62S,Nhóm 1,AB,T45,Thứ bảy,04.07.2020,Kíp 2,,D5-103,,,,,,,,
1226,116281,ET3240,Điện tử tương tự II,ĐTVT - nhóm 5-K62S,Nhóm 2,AB,T45,Thứ bảy,04.07.2020,Kíp 2,,D5-103,,,,,,,,
1227,114549,ET3240,Điện tử tương tự II,**Tài năng ĐTVT-K62C,TC,AB,T45,Thứ bảy,04.07.2020,Kíp 2,,D5-102,,,,,,,,
1228,116282,ET3250,Thông tin số,ĐTVT - nhóm 1-K62S,TC,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D3-101,,,,,,,,
1229,116283,ET3250,Thông tin số,ĐTVT - nhóm 2-K62S,Nhóm 1,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D3-201,,,,,,,,
1230,116283,ET3250,Thông tin số,ĐTVT - nhóm 2-K62S,Nhóm 2,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D3-201,,,,,,,,
1231,116284,ET3250,Thông tin số,ĐTVT - nhóm 3-K62S,Nhóm 2,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D3-301,,,,,,,,
1232,116284,ET3250,Thông tin số,ĐTVT - nhóm 3-K62S,Nhóm 1,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D3-301,,,,,,,,
1233,116285,ET3250,Thông tin số,ĐTVT - nhóm 4-K62S,Nhóm 1,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D3-401,,,,,,,,
1234,116285,ET3250,Thông tin số,ĐTVT - nhóm 4-K62S,Nhóm 2,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D3-401,,,,,,,,
1235,116286,ET3250,Thông tin số,ĐTVT - nhóm 5-K62S,Nhóm 1,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D3-501,,,,,,,,
1236,116286,ET3250,Thông tin số,ĐTVT - nhóm 5-K62S,Nhóm 2,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D3-501,,,,,,,,
1237,114548,ET3250,Thông tin số,**Tài năng ĐTVT-K62C,TC,AB,T46,Thứ hai,06.07.2020,Kíp 3,,D3-402,,,,,,,,
1238,116303,ET3260,Kỹ thuật phần mềm ứng dụng,ĐTVT-K62C,Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 3,,D5-406,,,,,,,,
1239,116303,ET3260,Kỹ thuật phần mềm ứng dụng,ĐTVT-K62C,Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 3,,D5-406,,,,,,,,
1240,117166,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,Bổ trợ-K62S,TC,AB,T47,Thứ tư,15.07.2020,Kíp 2,,"D3,5-201",,,,,,,,
1241,117167,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,Bổ trợ-K62C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 2,,"D3,5-201",,,,,,,,
1242,117168,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,Bổ trợ-K62C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 2,,"D3,5-301",,,,,,,,
1243,117273,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,Bổ trợ-K62C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 2,,"D3,5-301",,,,,,,,
1244,116304,ET3280,Anten và truyền sóng,ĐTVT-K62C,TC,AB,T47,Thứ ba,14.07.2020,Kíp 2,,D5-203,,,,,,,,
1245,696061,ET3290,Đồ án thiết kế I,"K59, K60, K61, K62",Nhóm 1,AB,T46,Thứ sáu,10.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1246,696061,ET3290,Đồ án thiết kế I,"K59, K60, K61, K62",Nhóm 3,AB,T46,Thứ sáu,10.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1247,696061,ET3290,Đồ án thiết kế I,"K59, K60, K61, K62",Nhóm 4,AB,T46,Thứ sáu,10.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1248,696061,ET3290,Đồ án thiết kế I,"K59, K60, K61, K62",Nhóm 2,AB,T46,Thứ sáu,10.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1249,697301,ET3290,Đồ án thiết kế I,**Tài năng ĐTVT-K62C,TC,AB,T46,Thứ sáu,10.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1250,116287,ET3300,Kỹ thuật vi xử lý,ĐTVT - nhóm 1-K62S,Nhóm 1,AB,T47,Thứ năm,16.07.2020,Kíp 4,,TC-204,,,,,,,,
1251,116287,ET3300,Kỹ thuật vi xử lý,ĐTVT - nhóm 1-K62S,Nhóm 2,AB,T47,Thứ năm,16.07.2020,Kíp 4,,TC-205,,,,,,,,
1252,116288,ET3300,Kỹ thuật vi xử lý,ĐTVT - nhóm 2-K62S,Nhóm 2,AB,T47,Thứ năm,16.07.2020,Kíp 4,,TC-207,,,,,,,,
1253,116288,ET3300,Kỹ thuật vi xử lý,ĐTVT - nhóm 2-K62S,Nhóm 1,AB,T47,Thứ năm,16.07.2020,Kíp 4,,TC-304,,,,,,,,
1254,116289,ET3300,Kỹ thuật vi xử lý,ĐTVT - nhóm 3-K62S,Nhóm 1,AB,T47,Thứ năm,16.07.2020,Kíp 4,,TC-312,,,,,,,,
1255,116289,ET3300,Kỹ thuật vi xử lý,ĐTVT - nhóm 3-K62S,Nhóm 2,AB,T47,Thứ năm,16.07.2020,Kíp 4,,TC-312,,,,,,,,
1256,116290,ET3300,Kỹ thuật vi xử lý,ĐTVT - nhóm 4-K62S,TC,AB,T47,Thứ năm,16.07.2020,Kíp 4,,TC-412,,,,,,,,
1257,116291,ET3300,Kỹ thuật vi xử lý,ĐTVT - nhóm 5-K62S,Nhóm 1,AB,T47,Thứ năm,16.07.2020,Kíp 4,,TC-412,,,,,,,,
1258,116291,ET3300,Kỹ thuật vi xử lý,ĐTVT - nhóm 5-K62S,Nhóm 2,AB,T47,Thứ năm,16.07.2020,Kíp 4,,TC-412,,,,,,,,
1259,114550,ET3300,Kỹ thuật vi xử lý,**Tài năng ĐTVT-K62C,TC,AB,T47,Thứ năm,16.07.2020,Kíp 4,,TC-208,,,,,,,,
1260,114665,ET3300E,Thiết kế hệ thống số 2,**CTTT-ĐTVT-K62S,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-206,,,,,,,,
1261,116295,ET3310,Lý thuyết mật mã,ĐTVT - nhóm 4-K62S,TC,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D6-208,,,,,,,,
1262,116296,ET3310,Lý thuyết mật mã,ĐTVT - nhóm 5-K62S,Nhóm 1,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D6-208,,,,,,,,
1263,116296,ET3310,Lý thuyết mật mã,ĐTVT - nhóm 5-K62S,Nhóm 2,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D6-208,,,,,,,,
1264,114604,ET3901,Thông tin vô tuyến,**KSCLC-HTTT-K61S,TC,AB,T45,Thứ hai,29.06.2020,Kíp 2,,D6-303,,,,,,,,
1265,695811,ET4010,Đồ án thiết kế II,DA2_01,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1266,695812,ET4010,Đồ án thiết kế II,DA2_02,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1267,695813,ET4010,Đồ án thiết kế II,DA2_03,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1268,695814,ET4010,Đồ án thiết kế II,DA2_04,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1269,695815,ET4010,Đồ án thiết kế II,DA2_05,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1270,695816,ET4010,Đồ án thiết kế II,DA2_06,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1271,695817,ET4010,Đồ án thiết kế II,DA2_07,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1272,695818,ET4010,Đồ án thiết kế II,DA2_08,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1273,695819,ET4010,Đồ án thiết kế II,DA2_09,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1274,695821,ET4010,Đồ án thiết kế II,DA2_11,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1275,695823,ET4010,Đồ án thiết kế II,DA2_13,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1276,695824,ET4010,Đồ án thiết kế II,DA2_14,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1277,695825,ET4010,Đồ án thiết kế II,DA2_15,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1278,695826,ET4010,Đồ án thiết kế II,DA2_16,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1279,695827,ET4010,Đồ án thiết kế II,DA2_17,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1280,695828,ET4010,Đồ án thiết kế II,DA2_18,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1281,695829,ET4010,Đồ án thiết kế II,DA2_19,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1282,695830,ET4010,Đồ án thiết kế II,DA2_20,TC,AB,T47,Thứ ba,14.07.2020,Kíp 1-4,,Thi tại bộ môn,,,,,,,,
1283,695833,ET4011,Đồ án II,DA2_23,TC,AB,T46,Thứ năm,09.07.2020,Kíp 4,,Thi tại bộ môn,,,,,,,,
1284,695834,ET4011,Đồ án II,DA2_24,TC,AB,T46,Thứ năm,09.07.2020,Kíp 4,,Thi tại bộ môn,,,,,,,,
1285,697624,ET4020,Xử lý tín hiệu số,Project-BSB,TC,B,T47,Thứ sáu,17.07.2020,Kíp 3,,Thi tại bộ môn,,,,,,,,
1286,116292,ET4020,Xử lý tín hiệu số,ĐTVT - nhóm 1-K62S,Nhóm 2,AB,T47,Thứ sáu,17.07.2020,Kíp 3,,D3-201,,,,,,,,
