,Mã lớp,Mã HP,Tên HP,Ghi chú,Nhóm,Đợt,Tuần,Thứ,Ngày thi,Kíp thi,SLĐK,Phòng thi,Mã lớp Mã HP,Unnamed: 0,Tên HP Ghi chú,Unnamed: 1,Kíp thi Phòng thi,Unnamed: 2,Ghi chú Nhóm,Tên HP Ghi chú Nhóm
2850,116601,MI2010,Phương pháp tính,Dệt-May-K63C,Nhóm 1,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D3-501,,,,,,,,
2851,116601,MI2010,Phương pháp tính,Dệt-May-K63C,Nhóm 2,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D3-501,,,,,,,,
2852,117163,MI2010,Phương pháp tính,**Tài năng Cơ ĐT-K63S,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D3-402,,,,,,,,
2853,115605,MI2020,Xác suất thống kê,Công nghệ thông tin-K63C,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-101,,,,,,,,
2854,115605,MI2020,Xác suất thống kê,Công nghệ thông tin-K63C,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-101,,,,,,,,
2855,115606,MI2020,Xác suất thống kê,Công nghệ thông tin-K63C,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-101,,,,,,,,
2856,115606,MI2020,Xác suất thống kê,Công nghệ thông tin-K63C,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-201,,,,,,,,
2857,115616,MI2020,Xác suất thống kê,Khoa học máy tính-K63S,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-201,,,,,,,,
2858,115616,MI2020,Xác suất thống kê,Khoa học máy tính-K63S,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-201,,,,,,,,
2859,115617,MI2020,Xác suất thống kê,Khoa học máy tính-K63S,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-301,,,,,,,,
2860,115617,MI2020,Xác suất thống kê,Khoa học máy tính-K63S,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-301,,,,,,,,
2861,115619,MI2020,Xác suất thống kê,Khoa học máy tính-K63S,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-301,,,,,,,,
2862,115619,MI2020,Xác suất thống kê,Khoa học máy tính-K63S,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-401,,,,,,,,
2863,115620,MI2020,Xác suất thống kê,Khoa học máy tính-K63S,TC,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-401,,,,,,,,
2864,115633,MI2020,Xác suất thống kê,Kỹ thuật máy tính-K63S,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-501,,,,,,,,
2865,115633,MI2020,Xác suất thống kê,Kỹ thuật máy tính-K63S,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-501,,,,,,,,
2866,115634,MI2020,Xác suất thống kê,Kỹ thuật máy tính-K63S,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 3,,D3-501,,,,,,,,
2867,115634,MI2020,Xác suất thống kê,Kỹ thuật máy tính-K63S,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 3,,"D3,5-201",,,,,,,,
2868,116435,MI2020,Xác suất thống kê,HTTT quản lý-K63S,TC,AB,T47,Thứ hai,13.07.2020,Kíp 3,,"D3,5-201",,,,,,,,
2869,116436,MI2020,Xác suất thống kê,Công nghệ GD K64-K64S,Công nghệ giáo dục 01-K64,AB,T47,Thứ hai,13.07.2020,Kíp 3,,"D3,5-301",,,,,,,,
2870,116436,MI2020,Xác suất thống kê,Công nghệ GD K64-K64S,TC,AB,T47,Thứ hai,13.07.2020,Kíp 3,,"D3,5-301",,,,,,,,
2871,116609,MI2021,Xác suất thống kê,Dệt-May-K63C,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 3,,"D3,5-401",,,,,,,,
2872,116609,MI2021,Xác suất thống kê,Dệt-May-K63C,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 3,,"D3,5-401",,,,,,,,
2873,116610,MI2021,Xác suất thống kê,Dệt-May-K63C,Nhóm 2,AB,T47,Thứ hai,13.07.2020,Kíp 3,,"D3,5-501",,,,,,,,
2874,116610,MI2021,Xác suất thống kê,Dệt-May-K63C,Nhóm 1,AB,T47,Thứ hai,13.07.2020,Kíp 3,,"D3,5-501",,,,,,,,
2875,114658,MI2026,Xác xuất thống kê,**CTTT-Cơ điện tử-K62S,Nhóm 2,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D3-301,,,,,,,,
2876,114658,MI2026,Xác xuất thống kê,**CTTT-Cơ điện tử-K62S,Nhóm 1,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D3-301,,,,,,,,
2877,114779,MI2026,Xác xuất thống kê,**(TA)-CTTT PTKD+Hóa dược-K64C,CTTT Phân tích KD 01-K64,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D3-401,,,,,,,,
2878,114779,MI2026,Xác xuất thống kê,**(TA)-CTTT PTKD+Hóa dược-K64C,CTTT Hóa dược 01-K64,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D3-401,,,,,,,,
2879,114779,MI2026,Xác xuất thống kê,**(TA)-CTTT PTKD+Hóa dược-K64C,TC,AB,T46,Thứ tư,08.07.2020,Kíp 1,,D3-401,,,,,,,,
2880,114745,MI2034,Xác suất thống kê,**CLC -K64C,TC,AB,T45,Thứ hai,29.06.2020,Kíp 1,,D9-201,,,,,,,,
2881,114745,MI2034,Xác suất thống kê,**CLC -K64C,CTCLC-THCN-K64,AB,T45,Thứ hai,29.06.2020,Kíp 1,,D9-201,,,,,,,,
2882,,,Xác suất thống kê,,,AB,T45,Thứ hai,29.06.2020,,,,114745 MI2034,,,,Kíp 1 D9-201,,**CLC -K64C CTCLC-CKHK-K64,
2883,,,Xác suất thống kê,,,AB,T45,Thứ hai,29.06.2020,,,,114745 MI2034,,,,Kíp 1 D9-201,,**CLC -K64C CTCLC-HTTT-K64,
2884,,,Xác suất thống kê và tín hiệu ngẫu nhiên,,,AB,T46,Thứ ba,07.07.2020,,,,114663 MI2036,,,,Kíp 2 D6-208,,"**CTTT-HTĐTĐH, ĐTVT-K62S Nhóm 1",
2885,,,Xác suất thống kê và tín hiệu ngẫu nhiên,,,AB,T46,Thứ ba,07.07.2020,,,,114663 MI2036,,,,Kíp 2 D6-208,,"**CTTT-HTĐTĐH, ĐTVT-K62S Nhóm 2",
2886,,,Phương pháp tính,,,AB,T45,Thứ hai,29.06.2020,,,,114630 MI2044,,,,Kíp 3-4 D9-306,,**CLC -K63C TC,
2887,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115730 MI2110,,,,Kíp 4 D3-101,,Cơ điện tử - nhóm 1-K63S Nhóm 1,
2888,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115730 MI2110,,,,Kíp 4 D3-101,,Cơ điện tử - nhóm 1-K63S Nhóm 2,
2889,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115731 MI2110,,,,Kíp 4 D3-201,,Cơ điện tử - nhóm 2-K63S Nhóm 1,
2890,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115731 MI2110,,,,Kíp 4 D3-201,,Cơ điện tử - nhóm 2-K63S Nhóm 2,
2891,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115732 MI2110,,,,Kíp 4 D3-301,,Cơ điện tử - nhóm 3-K63S Nhóm 2,
2892,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115732 MI2110,,,,Kíp 4 D3-301,,Cơ điện tử - nhóm 3-K63S Nhóm 1,
2893,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115733 MI2110,,,,Kíp 4 D3-401,,Cơ điện tử - nhóm 4-K63S Nhóm 1,
2894,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115733 MI2110,,,,Kíp 4 D3-401,,Cơ điện tử - nhóm 4-K63S Nhóm 2,
2895,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115734 MI2110,,,,Kíp 4 D3-501,,Cơ điện tử - nhóm 5-K63S Nhóm 1,
2896,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115734 MI2110,,,,Kíp 4 D3-501,,Cơ điện tử - nhóm 5-K63S Nhóm 2,
2897,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115779 MI2110,,,,"Kíp 4 D3,5-201",,KT cơ khí - nhóm 1-K63C Nhóm 1,
2898,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115779 MI2110,,,,"Kíp 4 D3,5-201",,KT cơ khí - nhóm 1-K63C Nhóm 2,
2899,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115780 MI2110,,,,"Kíp 4 D3,5-301",,KT cơ khí - nhóm 2-K63C Nhóm 2,
2900,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115780 MI2110,,,,"Kíp 4 D3,5-301",,KT cơ khí - nhóm 2-K63C Nhóm 1,
2901,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115781 MI2110,,,,"Kíp 4 D3,5-401",,KT cơ khí - nhóm 3-K63C Nhóm 1,
2902,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115781 MI2110,,,,"Kíp 4 D3,5-401",,KT cơ khí - nhóm 3-K63C Nhóm 2,
2903,,,Phương pháp tính và MATLAB,,,AB,T46,Thứ năm,09.07.2020,,,,115782 MI2110,,,,"Kíp 4 D3,5-501",,KT cơ khí - nhóm 4-K63C Nhóm 1,
2904,115782,MI2110,Phương pháp tính và MATLAB,KT cơ khí - nhóm 4-K63C,Nhóm 2,AB,T46,Thứ năm,09.07.2020,Kíp 4,,"D3,5-501",,,,,,,,
2905,115783,MI2110,Phương pháp tính và MATLAB,KT cơ khí - nhóm 5-K63C,Nhóm 2,AB,T46,Thứ năm,09.07.2020,Kíp 4,,D9-205,,,,,,,,
2906,115783,MI2110,Phương pháp tính và MATLAB,KT cơ khí - nhóm 5-K63C,Nhóm 1,AB,T46,Thứ năm,09.07.2020,Kíp 4,,D9-205,,,,,,,,
2907,115784,MI2110,Phương pháp tính và MATLAB,KT cơ khí - nhóm 6-K63C,TC,AB,T46,Thứ năm,09.07.2020,Kíp 4,,D9-203,,,,,,,,
2908,115785,MI2110,Phương pháp tính và MATLAB,KT cơ khí - nhóm 7-K63C,Nhóm 1,AB,T46,Thứ năm,09.07.2020,Kíp 4,,D9-206,,,,,,,,
2909,115785,MI2110,Phương pháp tính và MATLAB,KT cơ khí - nhóm 7-K63C,Nhóm 2,AB,T46,Thứ năm,09.07.2020,Kíp 4,,D9-206,,,,,,,,
2910,114564,MI2110,Phương pháp tính và MATLAB,"**Tài năng Cơ ĐT,ĐKTĐ-K63S",TC,AB,T46,Thứ năm,09.07.2020,Kíp 4,,D9-204,,,,,,,,
2911,114581,MI3010,Toán rời rạc,**Tài năng Toán Tin-K63S,TC,AB,T45,Thứ sáu,03.07.2020,Kíp 4,,D5-201,,,,,,,,
2912,116432,MI3030,Xác suất thống kê,Toán-tin 01-K63S,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D5-203,,,,,,,,
2913,116433,MI3030,Xác suất thống kê,Toán-Tin 02-K63S,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D5-204,,,,,,,,
2914,116438,MI3041,Giải tích số,"Toán-tin, HTTT quản lý-K63C",Nhóm 1,AB,T45,Thứ tư,01.07.2020,Kíp 4,,D5-406,,,,,,,,
2915,116438,MI3041,Giải tích số,"Toán-tin, HTTT quản lý-K63C",Nhóm 2,AB,T45,Thứ tư,01.07.2020,Kíp 4,,D5-506,,,,,,,,
2916,116439,MI3041,Giải tích số,"Toán-tin, HTTT quản lý-K63C",Nhóm 2,AB,T45,Thứ tư,01.07.2020,Kíp 4,,D5-504,,,,,,,,
2917,116439,MI3041,Giải tích số,"Toán-tin, HTTT quản lý-K63C",Nhóm 1,AB,T45,Thứ tư,01.07.2020,Kíp 4,,D5-505,,,,,,,,
2918,116448,MI3050,Các phương pháp tối ưu,Toán-tin-K62C,TC,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D9-205,,,,,,,,
2919,114556,MI3050,Các phương pháp tối ưu,**Tài năng Toán tin-K62C,TC,AB,T47,Thứ năm,16.07.2020,Kíp 3,,D9-204,,,,,,,,
2920,114561,MI3052,Nhập môn các phương pháp tối ưu,**Tài năng CNTT-K63S,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 4,,D5-403,,,,,,,,
2921,116440,MI3060,Cấu trúc dữ liệu và giải thuật,"Toán-tin, HTTT quản lý-K63S",Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D9-103,,,,,,,,
2922,116440,MI3060,Cấu trúc dữ liệu và giải thuật,"Toán-tin, HTTT quản lý-K63S",Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D9-104,,,,,,,,
2923,116441,MI3060,Cấu trúc dữ liệu và giải thuật,"Toán-tin, HTTT quản lý-K63S",TC,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D9-105,,,,,,,,
2924,114553,MI3073,Phương trình đạo hàm riêng,**Tài năng Toán tin-K62C,TC,AB,T45,Thứ sáu,03.07.2020,Kíp 3,,D3-402,,,,,,,,
2925,114583,MI3080,Giải tích phức và ứng dụng,**Tài năng Toán Tin-K63S,TC,AB,T46,Thứ tư,08.07.2020,Kíp 4,,D3-403,,,,,,,,
2926,,,Cơ sở dữ liệu,"Toán-tin, HTTT quản lý-K63S",,AB,T47,Thứ ba,14.07.2020,,,,116442 MI3090,,,TC,Kíp 2 D9-105,,,
2927,,,Cơ sở dữ liệu,"Toán-tin, HTTT quản lý-K63S",,AB,T47,Thứ ba,14.07.2020,,,,116443 MI3090,,,Nhóm 1,Kíp 2 D9-101,,,
2928,,,Cơ sở dữ liệu,"Toán-tin, HTTT quản lý-K63S",,AB,T47,Thứ ba,14.07.2020,,,,116443 MI3090,,,Nhóm 2,Kíp 2 D9-101,,,
2929,,,Cơ sở dữ liệu,**Tài năng Toán tin-K62C,,AB,T47,Thứ ba,14.07.2020,,,,114557 MI3090,,,TC,Kíp 2 D9-106,,,
2930,,,Phân tích và thiết kế hệ thống,HTTT quản lý-K62C,,AB,T46,Thứ tư,08.07.2020,,,,116453 MI3120,,,TC,Kíp 3 D3-403,,,
2931,,,Toán kinh tế,HTTT quản lý-K62C,,AB,T46,Thứ ba,07.07.2020,,,,116454 MI3130,,,TC,Kíp 2 D6-306,,,
2932,,,Xác suất thống kê và QHTN,CKĐL-Ôtô-HK-TT nhóm 1-K63C,,AB,T47,Thứ hai,13.07.2020,,,,115983 MI3180,,,TC,Kíp 2 D3-101,,,
2933,,,Xác suất thống kê và QHTN,CKĐL-Ôtô-HK-TT nhóm 2-K63SC,,AB,T47,Thứ hai,13.07.2020,,,,115984 MI3180,,,TC,Kíp 2 D3-101,,,
2934,,,Xác suất thống kê và QHTN,CKĐL-Ôtô-HK-TT nhóm 3-K63C,,AB,T47,Thứ hai,13.07.2020,,,,115985 MI3180,,,Nhóm 2,Kíp 2 D3-201,,,
2935,,,Xác suất thống kê và QHTN,CKĐL-Ôtô-HK-TT nhóm 3-K63C,,AB,T47,Thứ hai,13.07.2020,,,,115985 MI3180,,,Nhóm 1,Kíp 2 D3-201,,,
2936,,,Xác suất thống kê và QHTN,CKĐL-Ôtô-HK-TT nhóm 4-K63C,,AB,T47,Thứ hai,13.07.2020,,,,115986 MI3180,,,TC,Kíp 2 D3-301,,,
2937,,,Xác suất thống kê và QHTN,Sinh học-Thực phẩm-K63S,,AB,T47,Thứ hai,13.07.2020,,,,116515 MI3180,,,Nhóm 1,Kíp 2 D3-401,,,
2938,,,Xác suất thống kê và QHTN,Sinh học-Thực phẩm-K63S,,AB,T47,Thứ hai,13.07.2020,,,,116515 MI3180,,,Nhóm 2,Kíp 2 D3-401,,,
2939,,,Xác suất thống kê và QHTN,Thực phẩm-K63S,,AB,T47,Thứ hai,13.07.2020,,,,116516 MI3180,,,Nhóm 1,Kíp 2 D3-501,,,
2940,,,Xác suất thống kê và QHTN,Thực phẩm-K63S,,AB,T47,Thứ hai,13.07.2020,,,,116516 MI3180,,,Nhóm 2,Kíp 2 D3-501,,,
2941,,,Kỹ thuật lập trình,"Toán-tin, HTTT quản lý-K63S",,AB,T46,Thứ sáu,10.07.2020,,,,116444 MI3310,,,Nhóm 1,Kíp 4 D5-403,,,
2942,,,Kỹ thuật lập trình,"Toán-tin, HTTT quản lý-K63S",,AB,T46,Thứ sáu,10.07.2020,,,,116444 MI3310,,,Nhóm 2,Kíp 4 D5-404,,,
2943,,,Kỹ thuật lập trình,"Toán-tin, HTTT quản lý-K63S",,AB,T46,Thứ sáu,10.07.2020,,,,116445 MI3310,,,TC,Kíp 4 D5-405,,,
2944,,,Kỹ thuật lập trình,**Tài năng Toán Tin-K63S,,AB,T46,Thứ sáu,10.07.2020,,,,114584 MI3310,,,TC,Kíp 4 D5-406,,,
2945,,,Lý thuyết xác suất,**Tài năng Toán Tin-K63S,,AB,T47,Thứ tư,15.07.2020,,,,114585 MI3350,,,TC,Kíp 4 D9-204,,,
2946,,,Đồ án I,Toán Tin - HTTTQL,,AB,T46,Thứ năm,09.07.2020,,,,692989 MI3380,,,Nhóm 1,Kíp 1-4 D5-102,,,
2947,,,Đồ án I,Toán Tin - HTTTQL,,AB,T46,Thứ năm,09.07.2020,,,,692989 MI3380,,,Nhóm 2,Kíp 1-4 D5-102,,,
2948,,,,Toán Tin - HTTTQL TC,,AB,T47,Thứ năm,16.07.2020,,,,692991 MI3390,,,Đồ án II,Kíp 3-4 D9-103,,,
2949,,,,**KSTN Toán Tin TC,,AB,T47,Thứ năm,16.07.2020,,,,692990 MI3390,,,Đồ án II,Kíp 3-4 D9-103,,,
2950,,,,QTKD-K62S TC,,AB,T47,Thứ sáu,17.07.2020,,,,116829 MI3600,,,Phân tích dữ liệu và Tri thức kinh doanh,Kíp 3 D3-404,,,
2951,,,,Toán-tin-K62C TC,,AB,T46,Thứ sáu,10.07.2020,,,,116449 MI4060,,,Hệ thống và mạng máy tính,Kíp 3 D9-105,,,
2952,,,,**Tài năng Toán tin-K62C TC,,AB,T46,Thứ sáu,10.07.2020,,,,114554 MI4060,,,Hệ thống và mạng máy tính,Kíp 3 D9-104,,,
2953,,,,Toán-tin-K62C Nhóm 2,,AB,T45,Thứ tư,01.07.2020,,,,116450 MI4100,,,Mật mã và độ phức tạp thuật toán,Kíp 3 D5-203,,,
2954,,,,Toán-tin-K62C Nhóm 1,,AB,T45,Thứ tư,01.07.2020,,,,116450 MI4100,,,Mật mã và độ phức tạp thuật toán,Kíp 3 D5-203,,,
2955,,,,**KSTN Toán Tin-K61S TC,,AB,T45,Thứ tư,01.07.2020,,,,114525 MI4100,,,Mật mã và độ phức tạp thuật toán,Kíp 3 D5-202,,,
2956,,,,Toán-tin-K61S Nhóm 1,,AB,T45,Thứ hai,29.06.2020,,,,116457 MI4140,,,Cơ sở dữ liệu nâng cao,Kíp 2 D3-301,,,
2957,,,,Toán-tin-K61S Nhóm 2,,AB,T45,Thứ hai,29.06.2020,,,,116457 MI4140,,,Cơ sở dữ liệu nâng cao,Kíp 2 D3-301,,,
2958,,,,Toán-tin-K61S Nhóm 2,,AB,T46,Thứ ba,07.07.2020,,,,116459 MI4150,,,Lý thuyết nhận dạng,Kíp 2 D6-407,,,
2959,,,,Toán-tin-K61S Nhóm 1,,AB,T46,Thứ ba,07.07.2020,,,,116459 MI4150,,,Lý thuyết nhận dạng,Kíp 2 D6-407,,,
2960,,,,**KSTN Toán Tin-K61S TC,,AB,T46,Thứ ba,07.07.2020,,,,114524 MI4150,,,Lý thuyết nhận dạng,Kíp 2 D6-406,,,
2961,,,,Toán-tin-K61S Nhóm 1,,AB,T46,Thứ sáu,10.07.2020,,,,116456 MI4210,,,Hệ hỗ trợ quyết định,Kíp 2 D9-301,,,
2962,,,,Toán-tin-K61S Nhóm 2,,AB,T46,Thứ sáu,10.07.2020,,,,116456 MI4210,,,Hệ hỗ trợ quyết định,Kíp 2 D9-301,,,
2963,,,,"Toán-tin, HTTT quản lý-K62C TC",,AB,T47,Thứ sáu,17.07.2020,,,,116446 MI4216,,,Hệ hỗ trợ quyết định,Kíp 1 D3-404,,,
2964,,,,HTTT quản lý-K62C TC,,AB,T47,Thứ sáu,17.07.2020,,,,116455 MI4260,,,An toàn HTTT,Kíp 3 D3-405,,,
2965,,,,**KSTN Toán Tin-K61S TC,,AB,T46,Thứ sáu,10.07.2020,,,,114526 MI4311,,,Tối ưu tổ hợp I,Kíp 2 D9-302,,,
2966,,,,Toán-tin-K62S TC,,AB,T46,Thứ hai,06.07.2020,,,,116451 MI4314,,,Tối ưu tổ hợp,Kíp 3 D3-405,,,
2967,,,,Toán tin-K61C TC,,AB,T47,Thứ hai,13.07.2020,,,,117261 MI4352,,,Xêmina II (Tin ứng dụng),Kíp 2 D3-402,,,
2968,,,,Toán-tin-K62C TC,,AB,T47,Thứ tư,15.07.2020,,,,116447 MI4364,,,Tính toán song song,Kíp 3 D3-405,,,
2969,,,,**KSTN Toán Tin-K61S TC,,AB,T47,Thứ năm,16.07.2020,,,,114523 MI5030,,,Điều khiển tối ưu,Kíp 2 D9-505,,,
2970,,,,,Nhóm 2,AB,T47,Thứ tư,15.07.2020,,,,116458 MI5040,,Các mô hình ngẫu nhiên và ứng dụng Toán-tin-K61S,,Kíp 2 D5-203,,,
2971,,,,,Nhóm 1,AB,T47,Thứ tư,15.07.2020,,,,116458 MI5040,,Các mô hình ngẫu nhiên và ứng dụng Toán-tin-K61S,,Kíp 2 D5-203,,,
2972,,,,,TC,AB,T47,Thứ tư,15.07.2020,,,,114555 MI5040,,Các mô hình ngẫu nhiên và ứng dụng **Tài năng Toán tin-K62C,,Kíp 2 D5-204,,,
2973,,,,,TC,AB,T47,Thứ ba,14.07.2020,,,,692993 MI5050,,Đồ án III Toán Tin,,Kíp 1-4 D5-101,,,
2974,,,,,TC,AB,T47,Thứ ba,14.07.2020,,,,692992 MI5050,,Đồ án III **KSTN Toán Tin,,Kíp 1-4 D5-101,,,
2975,,,,,TC,AB,T45,Thứ sáu,03.07.2020,,,,116398 MSE2020,,Nhiệt động học vật liệu Vật liệu 01-K63S,,Kíp 4 D9-101,,,
2976,,,,,TC,AB,T45,Thứ sáu,03.07.2020,,,,116399 MSE2020,,Nhiệt động học vật liệu Vật liệu 02-K63S,,Kíp 4 D9-101,,,
2977,,,,,TC,AB,T46,Thứ tư,08.07.2020,,,,116400 MSE2023,,Sự hình thành tổ chức tế vi vật liệu Vật liệu 01-K63S,,Kíp 4 D5-103,,,
2978,,,,,TC,AB,T46,Thứ tư,08.07.2020,,,,116401 MSE2023,,Sự hình thành tổ chức tế vi vật liệu Vật liệu 02-K63S,,Kíp 4 D5-104,,,
2979,,,,,TC,AB,T46,Thứ năm,09.07.2020,,,,117215 MSE2024,,Technical Writing and Presentation Vật liệu-K62S,,Kíp 3 D5-405,,,
2980,,,,,TC,AB,T46,Thứ năm,09.07.2020,,,,117216 MSE2024,,Technical Writing and Presentation Vật liệu-K62S,,Kíp 3 D5-406,,,
2981,,,,,TC,AB,T46,Thứ năm,09.07.2020,,,,117217 MSE2024,,Technical Writing and Presentation Vật liệu-K62S,,Kíp 3 D5-406,,,
2982,,,,,TC,AB,T46,Thứ sáu,10.07.2020,,,,116402 MSE2040,,Hóa học chất rắn Vật liệu 01-K63S,,"Kíp 4 D3,5-301",,,
2983,,,,,TC,AB,T46,Thứ sáu,10.07.2020,,,,116403 MSE2040,,Hóa học chất rắn Vật liệu 02-K63S,,"Kíp 4 D3,5-301",,,
2984,,,,,TC,AB,T47,Thứ tư,15.07.2020,,,,116404 MSE2050,,Phương pháp tính toán vật liệu Vật liệu 01-K63S,,Kíp 4 TC-312,,,
2985,,,,,TC,AB,T47,Thứ tư,15.07.2020,,,,116405 MSE2050,,Phương pháp tính toán vật liệu Vật liệu 02-K63S,,Kíp 4 TC-312,,,
2986,,,,,TC,AB,T47,Thứ tư,15.07.2020,,,,117299 MSE2051,,Cơ học vật liệu KT Vật liệu - K61C,,Kíp 4 TC-208,,,
2987,,,,,TC,B,T46,Thứ ba,07.07.2020,,,,697269 MSE2060,,Thí nghiệm 1 TN1-2,,Kíp 1 D5-102,,,
2988,,,,,TC,B,T46,Thứ ba,07.07.2020,,,,697271 MSE2060,,Thí nghiệm 1 TN1-4,,Kíp 1 D5-102,,,
2989,,,,,TC,B,T46,Thứ ba,07.07.2020,,,,697272 MSE2060,,Thí nghiệm 1 TN1-5,,Kíp 1 D5-102,,,
2990,,,,,TC,B,T46,Thứ ba,07.07.2020,,,,697273 MSE2060,,Thí nghiệm 1 TN1-6,,Kíp 1 D5-102,,,
2991,,,,,TC,AB,T45,Thứ ba,30.06.2020,,,,117298 MSE2110,,Hỏa luyện KT Vật liệu - K61S,,Kíp 4 D9-103,,,
2992,115793,MSE2228,Vật liệu học,KT cơ khí - nhóm 1-K63C,Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-204,,,,,,,,
2993,115793,MSE2228,Vật liệu học,KT cơ khí - nhóm 1-K63C,Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-204,,,,,,,,
2994,115794,MSE2228,Vật liệu học,KT cơ khí - nhóm 2-K63C,Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-205,,,,,,,,
2995,115794,MSE2228,Vật liệu học,KT cơ khí - nhóm 2-K63C,Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-205,,,,,,,,
2996,115795,MSE2228,Vật liệu học,KT cơ khí - nhóm 3-K63C,Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-304,,,,,,,,
2997,115795,MSE2228,Vật liệu học,KT cơ khí - nhóm 3-K63C,Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-304,,,,,,,,
2998,115796,MSE2228,Vật liệu học,KT cơ khí - nhóm 4-K63C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-207,,,,,,,,
2999,115797,MSE2228,Vật liệu học,KT cơ khí - nhóm 5-K63C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-207,,,,,,,,
3000,115798,MSE2228,Vật liệu học,KT cơ khí - nhóm 6-K63C,Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-305,,,,,,,,
3001,115798,MSE2228,Vật liệu học,KT cơ khí - nhóm 6-K63C,Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-305,,,,,,,,
3002,115799,MSE2228,Vật liệu học,KT cơ khí - nhóm 7-K63C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 4,,TC-307,,,,,,,,
3003,114693,MSE2468,Vật liệu kim loại và phi kim,**CTTT-Ôtô-K63C,TC,AB,T45,Thứ tư,01.07.2020,Kíp 3,,D5-403,,,,,,,,
3004,697003,MSE3015,Thí nghiệm I,TN1-6,TC,B,T46,Thứ năm,09.07.2020,Kíp 2,,D6-102,,,,,,,,
